Event,Your earnings,Refunds & Expenses,Balance,Processed_Date,Year,Month,Weekday
UberX,7.28,1.68,8.96,2024-01-29,2024,January,Monday
UberX,6.17,1.61,7.78,2024-01-13,2024,January,Saturday
UberX,9.64,2.24,11.88,2024-01-13,2024,January,Saturday
Tips,1.0,0.0,1.0,2024-01-13,2024,January,Saturday
UberX,10.22,2.3,12.52,2024-01-13,2024,January,Saturday
UberX,18.92,3.92,22.84,2024-01-13,2024,January,Saturday
UberX,10.28,2.35,12.63,2024-01-13,2024,January,Saturday
UberX,4.52,1.21,5.73,2024-01-11,2024,January,Thursday
UberX,4.96,1.37,6.33,2024-01-11,2024,January,Thursday
UberX,5.03,1.33,6.36,2024-01-11,2024,January,Thursday
Comfort,10.84,2.68,13.52,2024-01-11,2024,January,Thursday
UberX Share,7.03,1.51,8.54,2024-01-11,2024,January,Thursday
UberX Share,7.89,1.65,9.54,2024-01-11,2024,January,Thursday
UberX Share,6.53,1.44,7.97,2024-01-11,2024,January,Thursday
UberX,4.76,1.3,6.06,2024-01-21,2024,January,Sunday
UberX,8.96,2.11,11.07,2024-01-21,2024,January,Sunday
UberX,4.99,1.39,6.38,2024-01-21,2024,January,Sunday
UberX,9.18,2.15,11.33,2024-01-21,2024,January,Sunday
UberX,5.04,1.39,6.43,2024-01-18,2024,January,Thursday
UberX,22.85,4.63,27.48,2024-01-18,2024,January,Thursday
UberX,6.99,1.69,8.68,2024-01-18,2024,January,Thursday
UberX,4.3,1.22,5.52,2024-01-18,2024,January,Thursday
UberX,16.58,3.49,20.07,2024-01-19,2024,January,Friday
UberX,3.52,1.05,4.57,2024-01-19,2024,January,Friday
UberX,9.51,2.21,11.72,2024-01-13,2024,January,Saturday
UberX,20.33,4.9,25.23,2024-01-19,2024,January,Friday
UberX,6.69,1.7,8.39,2024-01-19,2024,January,Friday
Tips,1.0,0.0,1.0,2024-01-19,2024,January,Friday
Tips,1.0,0.0,1.0,2024-01-19,2024,January,Friday
Tips,3.0,0.0,3.0,2024-01-20,2024,January,Saturday
UberX,6.09,1.59,7.68,2024-01-21,2024,January,Sunday
UberX,17.21,3.61,20.82,2024-01-21,2024,January,Sunday
Tips,12.0,0.0,12.0,2024-01-19,2024,January,Friday
UberX,9.01,2.12,11.13,2024-01-13,2024,January,Saturday
Tips,1.0,0.0,1.0,2024-01-13,2024,January,Saturday
UberX,3.23,0.97,4.2,2024-01-13,2024,January,Saturday
UberX,6.4,1.52,7.92,2024-01-30,2024,January,Tuesday
Tips,1.0,0.0,1.0,2024-01-30,2024,January,Tuesday
UberX,12.21,2.54,14.75,2024-01-30,2024,January,Tuesday
Comfort,25.67,5.5,31.17,2024-01-30,2024,January,Tuesday
Tips,7.17,0.0,7.17,2024-01-30,2024,January,Tuesday
Tips,3.0,0.0,3.0,2024-01-31,2024,January,Wednesday
UberX,4.31,1.09,5.4,2024-01-30,2024,January,Tuesday
UberX,9.82,2.14,11.96,2024-01-31,2024,January,Wednesday
UberX,22.81,4.41,27.22,2024-01-31,2024,January,Wednesday
Tips,5.74,0.0,5.74,2024-01-31,2024,January,Wednesday
UberX,4.32,1.09,5.41,2024-01-31,2024,January,Wednesday
UberX,4.26,1.08,5.34,2024-01-31,2024,January,Wednesday
UberX,7.65,1.7,9.35,2024-01-31,2024,January,Wednesday
UberX,18.73,3.72,22.45,2024-01-31,2024,January,Wednesday
UberX,10.12,2.16,12.28,2024-01-31,2024,January,Wednesday
UberX,15.4,3.28,18.68,2024-01-18,2024,January,Thursday
Tips,4.91,0.0,4.91,2024-01-30,2024,January,Tuesday
UberX Share,35.12,5.16,40.28,2024-01-30,2024,January,Tuesday
UberX,16.39,3.46,19.85,2024-01-13,2024,January,Saturday
UberX,9.7,2.25,11.95,2024-01-13,2024,January,Saturday
Tips,1.0,0.0,1.0,2024-01-13,2024,January,Saturday
UberX,16.52,3.48,20.0,2024-01-13,2024,January,Saturday
UberX,19.44,3.99,23.43,2024-01-13,2024,January,Saturday
UberX,9.18,2.15,11.33,2024-01-13,2024,January,Saturday
UberX,19.18,3.77,22.95,2024-01-30,2024,January,Tuesday
UberX Share,4.22,0.96,5.18,2024-01-13,2024,January,Saturday
UberX,6.08,1.46,7.54,2024-01-29,2024,January,Monday
UberX,5.81,1.42,7.23,2024-01-29,2024,January,Monday
Tips,3.0,0.0,3.0,2024-01-29,2024,January,Monday
UberX,11.92,2.52,14.44,2024-01-29,2024,January,Monday
Tips,5.47,0.0,5.47,2024-01-29,2024,January,Monday
UberX,4.59,1.14,5.73,2024-01-29,2024,January,Monday
UberX,5.99,1.45,7.44,2024-01-29,2024,January,Monday
Tips,2.0,0.0,2.0,2024-01-18,2024,January,Thursday
UberX Share,24.97,5.14,30.11,2024-01-11,2024,January,Thursday
UberX,10.26,2.35,12.61,2024-01-18,2024,January,Thursday
Tips,1.0,0.0,1.0,2024-01-04,2024,January,Thursday
UberX,4.8,1.09,5.89,2024-01-05,2024,January,Friday
UberX,14.19,2.83,17.02,2024-01-05,2024,January,Friday
UberX,3.7,0.89,4.59,2024-01-05,2024,January,Friday
UberX,10.54,2.45,12.99,2024-01-05,2024,January,Friday
UberX,6.15,1.34,7.49,2024-01-05,2024,January,Friday
UberX,23.17,5.32,28.49,2024-01-03,2024,January,Wednesday
UberX,8.73,1.78,10.51,2024-01-05,2024,January,Friday
Tips,3.76,0.0,3.76,2024-01-05,2024,January,Friday
UberX,3.36,0.92,4.28,2024-01-23,2024,January,Tuesday
UberX,9.06,2.0,11.06,2024-01-24,2024,January,Wednesday
UberX Share,9.15,1.6,10.75,2024-01-24,2024,January,Wednesday
UberX,5.14,1.24,6.38,2024-01-24,2024,January,Wednesday
UberX,16.86,3.38,20.24,2024-01-24,2024,January,Wednesday
UberX,14.29,2.89,17.18,2024-01-05,2024,January,Friday
UberX,5.15,1.24,6.39,2024-01-24,2024,January,Wednesday
UberX,6.16,1.34,7.5,2024-01-03,2024,January,Wednesday
UberX,4.7,1.07,5.77,2024-01-03,2024,January,Wednesday
UberX,3.14,0.78,3.92,2024-01-03,2024,January,Wednesday
UberX,3.94,0.93,4.87,2024-01-03,2024,January,Wednesday
UberX,12.65,2.56,15.21,2024-01-03,2024,January,Wednesday
UberX,21.35,4.66,26.01,2024-01-03,2024,January,Wednesday
UberX,3.65,0.88,4.53,2024-01-03,2024,January,Wednesday
Tips,5.0,0.0,5.0,2024-01-03,2024,January,Wednesday
UberX,6.79,1.46,8.25,2024-01-03,2024,January,Wednesday
UberX,8.34,1.77,10.11,2024-01-03,2024,January,Wednesday
Tips,3.0,0.0,3.0,2024-01-03,2024,January,Wednesday
UberX,16.99,3.08,20.07,2024-01-03,2024,January,Wednesday
Tips,3.98,0.0,3.98,2024-01-03,2024,January,Wednesday
UberX,7.48,1.59,9.07,2024-01-03,2024,January,Wednesday
UberX,9.67,2.24,11.91,2024-01-18,2024,January,Thursday
UberX,3.56,0.86,4.42,2024-01-03,2024,January,Wednesday
UberX,5.38,1.2,6.58,2024-01-03,2024,January,Wednesday
UberX,10.82,2.32,13.14,2024-01-24,2024,January,Wednesday
Comfort,19.27,4.2,23.47,2024-01-03,2024,January,Wednesday
UberX,19.09,3.79,22.88,2024-01-24,2024,January,Wednesday
UberX,3.02,0.86,3.88,2024-01-26,2024,January,Friday
UberX,16.12,3.25,19.37,2024-01-26,2024,January,Friday
Tips,1.5,0.0,1.5,2024-01-26,2024,January,Friday
UberX,7.35,1.78,9.13,2024-01-15,2024,January,Monday
UberX,12.46,2.75,15.21,2024-01-15,2024,January,Monday
UberX,11.1,2.5,13.6,2024-01-15,2024,January,Monday
Tips,1.0,0.0,1.0,2024-01-15,2024,January,Monday
UberX,7.8,1.9,9.7,2024-01-17,2024,January,Wednesday
UberX,6.05,1.58,7.63,2024-01-17,2024,January,Wednesday
UberX,10.6,2.41,13.01,2024-01-17,2024,January,Wednesday
UberX Share,17.28,4.64,21.92,2024-01-17,2024,January,Wednesday
UberX,9.01,2.12,11.13,2024-01-17,2024,January,Wednesday
UberX,5.2,1.43,6.63,2024-01-17,2024,January,Wednesday
Tips,4.0,0.0,4.0,2024-01-18,2024,January,Thursday
UberX,12.6,2.59,15.19,2024-01-24,2024,January,Wednesday
UberX,3.93,1.02,4.95,2024-01-26,2024,January,Friday
UberX,4.4,1.11,5.51,2024-01-26,2024,January,Friday
UberX Share,51.11,11.11,62.22,2024-01-17,2024,January,Wednesday
UberX,3.85,1.01,4.86,2024-01-26,2024,January,Friday
Tips,4.93,0.0,4.93,2024-01-24,2024,January,Wednesday
Tips,5.0,0.0,5.0,2024-01-26,2024,January,Friday
UberX,11.56,2.42,13.98,2024-01-25,2024,January,Thursday
UberX Share,19.79,4.23,24.02,2024-01-25,2024,January,Thursday
UberX,6.79,1.59,8.38,2024-01-25,2024,January,Thursday
Comfort,23.71,5.86,29.57,2024-01-25,2024,January,Thursday
UberX,8.51,1.9,10.41,2024-01-26,2024,January,Friday
UberX,3.89,1.01,4.9,2024-01-25,2024,January,Thursday
UberX Share,5.31,1.04,6.35,2024-01-26,2024,January,Friday
UberX,14.28,2.92,17.2,2024-01-26,2024,January,Friday
UberX,9.26,2.04,11.3,2024-01-26,2024,January,Friday
UberX,5.65,1.39,7.04,2024-01-26,2024,January,Friday
UberX,6.55,1.55,8.1,2024-01-26,2024,January,Friday
UberX,5.51,1.36,6.87,2024-01-26,2024,January,Friday
UberX,5.0,1.22,6.22,2024-02-18,2024,February,Sunday
UberX,5.63,1.33,6.96,2024-02-05,2024,February,Monday
UberX,26.8,5.22,32.02,2024-02-18,2024,February,Sunday
UberX,11.53,2.42,13.95,2024-02-18,2024,February,Sunday
UberX,3.85,1.01,4.86,2024-02-18,2024,February,Sunday
UberX,5.25,1.26,6.51,2024-02-18,2024,February,Sunday
UberX,4.6,1.14,5.74,2024-02-18,2024,February,Sunday
Tips,6.8,0.0,6.8,2024-02-18,2024,February,Sunday
Tips,1.0,0.0,1.0,2024-02-05,2024,February,Monday
UberX Share,6.35,1.26,7.61,2024-02-05,2024,February,Monday
UberX,29.49,5.64,35.13,2024-02-06,2024,February,Tuesday
UberX,5.17,1.25,6.42,2024-02-05,2024,February,Monday
UberX,4.75,1.17,5.92,2024-02-05,2024,February,Monday
UberX,4.72,1.16,5.88,2024-02-05,2024,February,Monday
Tips,1.5,0.0,1.5,2024-02-05,2024,February,Monday
UberX Share,15.25,2.49,17.74,2024-02-06,2024,February,Tuesday
UberX,3.76,0.97,4.73,2024-02-06,2024,February,Tuesday
Comfort,43.95,8.96,52.91,2024-02-06,2024,February,Tuesday
UberX,3.42,0.93,4.35,2024-02-18,2024,February,Sunday
UberX,5.52,1.31,6.83,2024-02-06,2024,February,Tuesday
UberX,12.95,2.68,15.63,2024-02-06,2024,February,Tuesday
UberX,5.23,1.26,6.49,2024-02-05,2024,February,Monday
UberX,8.64,1.93,10.57,2024-02-18,2024,February,Sunday
UberX,5.03,1.22,6.25,2024-02-16,2024,February,Friday
Comfort,11.24,2.76,14.0,2024-02-18,2024,February,Sunday
UberX,6.1,1.47,7.57,2024-02-06,2024,February,Tuesday
UberX,7.31,1.69,9.0,2024-02-16,2024,February,Friday
UberX,5.14,1.24,6.38,2024-02-16,2024,February,Friday
Tips,1.0,0.0,1.0,2024-02-16,2024,February,Friday
UberX,21.8,4.44,26.24,2024-02-26,2024,February,Monday
UberX,7.79,1.78,9.57,2024-02-16,2024,February,Friday
UberX,4.05,1.05,5.1,2024-02-16,2024,February,Friday
UberX,9.49,2.08,11.57,2024-02-16,2024,February,Friday
Tips,3.0,0.0,3.0,2024-02-17,2024,February,Saturday
UberX,3.83,1.0,4.83,2024-02-17,2024,February,Saturday
UberX,11.21,2.36,13.57,2024-02-17,2024,February,Saturday
UberX,31.54,10.12,41.66,2024-02-17,2024,February,Saturday
UberX,7.96,1.8,9.76,2024-02-17,2024,February,Saturday
Tips,5.0,0.0,5.0,2024-02-17,2024,February,Saturday
UberX,10.17,2.21,12.38,2024-02-17,2024,February,Saturday
UberX,4.97,1.21,6.18,2024-02-17,2024,February,Saturday
UberX,9.3,2.05,11.35,2024-02-18,2024,February,Sunday
UberX,15.57,3.15,18.72,2024-02-18,2024,February,Sunday
UberX,6.1,1.47,7.57,2024-02-18,2024,February,Sunday
UberX,18.44,3.65,22.09,2024-02-18,2024,February,Sunday
Tips,3.91,0.0,3.91,2024-02-18,2024,February,Sunday
UberX,4.65,1.15,5.8,2024-02-18,2024,February,Sunday
UberX,11.32,2.41,13.73,2024-02-06,2024,February,Tuesday
UberX,5.16,1.25,6.41,2024-02-16,2024,February,Friday
Comfort,6.86,1.93,8.79,2024-02-06,2024,February,Tuesday
Comfort,18.76,4.19,22.95,2024-02-10,2024,February,Saturday
UberX,5.86,1.37,7.23,2024-02-10,2024,February,Saturday
Tips,9.0,0.0,9.0,2024-02-10,2024,February,Saturday
UberX,34.54,5.21,39.75,2024-02-10,2024,February,Saturday
Tips,1.0,0.0,1.0,2024-02-28,2024,February,Wednesday
UberX,6.93,1.62,8.55,2024-02-27,2024,February,Tuesday
UberX,11.51,2.45,13.96,2024-02-27,2024,February,Tuesday
Tips,3.55,0.0,3.55,2024-02-27,2024,February,Tuesday
Comfort,11.09,2.73,13.82,2024-02-27,2024,February,Tuesday
Tips,3.0,0.0,3.0,2024-02-27,2024,February,Tuesday
UberX,9.4,2.07,11.47,2024-02-27,2024,February,Tuesday
UberX,4.26,1.09,5.35,2024-02-27,2024,February,Tuesday
UberX,4.61,1.15,5.76,2024-02-27,2024,February,Tuesday
Comfort,39.09,14.2,53.29,2024-02-27,2024,February,Tuesday
UberX Share,17.56,7.37,24.93,2024-02-27,2024,February,Tuesday
UberX,6.17,1.48,7.65,2024-02-27,2024,February,Tuesday
UberX Share,8.44,1.62,10.06,2024-02-27,2024,February,Tuesday
UberX,5.13,1.25,6.38,2024-02-26,2024,February,Monday
UberX Share,5.02,1.05,6.07,2024-02-26,2024,February,Monday
UberX Share,6.51,1.32,7.83,2024-02-26,2024,February,Monday
UberX,5.6,1.32,6.92,2024-02-16,2024,February,Friday
UberX Share,24.86,5.44,30.3,2024-02-10,2024,February,Saturday
Tips,4.05,0.0,4.05,2024-02-09,2024,February,Friday
Tips,11.96,0.0,11.96,2024-02-09,2024,February,Friday
UberX,28.75,5.51,34.26,2024-02-09,2024,February,Friday
Tips,5.0,0.0,5.0,2024-02-06,2024,February,Tuesday
UberX,3.78,0.99,4.77,2024-02-06,2024,February,Tuesday
UberX,7.56,1.73,9.29,2024-02-06,2024,February,Tuesday
UberX Share,4.21,0.92,5.13,2024-02-06,2024,February,Tuesday
Tips,1.0,0.0,1.0,2024-02-07,2024,February,Wednesday
Tips,1.0,0.0,1.0,2024-02-07,2024,February,Wednesday
UberX,5.79,1.41,7.2,2024-02-08,2024,February,Thursday
UberX,14.11,2.89,17.0,2024-02-08,2024,February,Thursday
UberX,4.74,1.15,5.89,2024-02-08,2024,February,Thursday
UberX,5.14,1.22,6.36,2024-02-08,2024,February,Thursday
UberX,4.38,1.1,5.48,2024-02-06,2024,February,Tuesday
UberX,5.02,1.2,6.22,2024-02-08,2024,February,Thursday
UberX,4.53,1.08,5.61,2024-02-08,2024,February,Thursday
UberX,4.4,1.11,5.51,2024-02-08,2024,February,Thursday
UberX,6.83,1.6,8.43,2024-02-08,2024,February,Thursday
Comfort,22.54,5.64,28.18,2024-02-08,2024,February,Thursday
UberX Share,7.93,1.54,9.47,2024-02-08,2024,February,Thursday
Comfort,13.09,3.11,16.2,2024-02-08,2024,February,Thursday
UberX,6.27,1.5,7.77,2024-02-09,2024,February,Friday
UberX,13.0,2.69,15.69,2024-02-09,2024,February,Friday
UberX,11.87,2.51,14.38,2024-02-09,2024,February,Friday
UberX,12.08,2.52,14.6,2024-02-09,2024,February,Friday
Tips,3.0,0.0,3.0,2024-02-08,2024,February,Thursday
UberX,22.47,4.37,26.84,2024-02-16,2024,February,Friday
UberX,2.94,0.85,3.79,2024-02-26,2024,February,Monday
UberX,6.88,1.61,8.49,2024-02-15,2024,February,Thursday
UberX,10.71,2.27,12.98,2024-02-04,2024,February,Sunday
UberX,5.37,1.28,6.65,2024-02-04,2024,February,Sunday
Comfort,12.53,3.01,15.54,2024-02-04,2024,February,Sunday
UberX,6.92,1.62,8.54,2024-02-04,2024,February,Sunday
Tips,3.0,0.0,3.0,2024-02-04,2024,February,Sunday
Tips,6.21,0.0,6.21,2024-02-04,2024,February,Sunday
UberX,6.29,1.5,7.79,2024-02-19,2024,February,Monday
UberX,7.02,1.63,8.65,2024-02-19,2024,February,Monday
Tips,3.0,0.0,3.0,2024-02-19,2024,February,Monday
UberX Share,21.21,9.2,30.41,2024-02-20,2024,February,Tuesday
UberX,9.91,2.14,12.05,2024-02-20,2024,February,Tuesday
Tips,1.0,0.0,1.0,2024-02-20,2024,February,Tuesday
UberX,17.79,3.55,21.34,2024-02-20,2024,February,Tuesday
UberX,22.79,4.43,27.22,2024-02-20,2024,February,Tuesday
UberX Share,5.95,1.2,7.15,2024-02-20,2024,February,Tuesday
UberX,12.39,2.58,14.97,2024-02-20,2024,February,Tuesday
UberX,4.84,1.19,6.03,2024-02-20,2024,February,Tuesday
UberX,5.02,1.22,6.24,2024-02-20,2024,February,Tuesday
Tips,1.0,0.0,1.0,2024-02-20,2024,February,Tuesday
UberX,5.97,1.44,7.41,2024-02-20,2024,February,Tuesday
UberX,2.86,0.83,3.69,2024-02-22,2024,February,Thursday
UberX,19.02,3.74,22.76,2024-02-01,2024,February,Thursday
UberX,10.77,2.31,13.08,2024-02-22,2024,February,Thursday
UberX,3.51,0.95,4.46,2024-02-01,2024,February,Thursday
UberX,4.31,1.09,5.4,2024-02-01,2024,February,Thursday
Tips,5.0,0.0,5.0,2024-02-15,2024,February,Thursday
Tips,3.0,0.0,3.0,2024-02-01,2024,February,Thursday
UberX,6.07,1.46,7.53,2024-02-01,2024,February,Thursday
Tips,3.0,0.0,3.0,2024-02-01,2024,February,Thursday
UberX,10.15,2.17,12.32,2024-02-01,2024,February,Thursday
Tips,3.0,0.0,3.0,2024-02-01,2024,February,Thursday
UberX,8.05,1.82,9.87,2024-02-01,2024,February,Thursday
UberX,2.42,0.75,3.17,2024-02-01,2024,February,Thursday
UberX,4.65,1.15,5.8,2024-02-01,2024,February,Thursday
UberX,3.62,0.97,4.59,2024-02-01,2024,February,Thursday
UberX,5.04,1.22,6.26,2024-02-01,2024,February,Thursday
UberX,4.81,1.18,5.99,2024-02-01,2024,February,Thursday
UberX,4.26,1.08,5.34,2024-02-01,2024,February,Thursday
Tips,3.0,0.0,3.0,2024-02-01,2024,February,Thursday
UberX,5.09,1.23,6.32,2024-02-01,2024,February,Thursday
UberX,5.5,1.31,6.81,2024-02-01,2024,February,Thursday
UberX,8.2,1.85,10.05,2024-02-01,2024,February,Thursday
UberX,9.5,2.08,11.58,2024-02-01,2024,February,Thursday
UberX,7.58,1.74,9.32,2024-02-01,2024,February,Thursday
UberX,4.13,1.06,5.19,2024-02-01,2024,February,Thursday
UberX,6.33,1.51,7.84,2024-02-01,2024,February,Thursday
UberX,7.09,1.65,8.74,2024-02-01,2024,February,Thursday
UberX,16.98,3.46,20.44,2024-02-22,2024,February,Thursday
UberX,16.3,3.28,19.58,2024-02-01,2024,February,Thursday
UberX,12.65,2.68,15.33,2024-02-23,2024,February,Friday
Tips,3.0,0.0,3.0,2024-02-13,2024,February,Tuesday
UberX Share,7.36,1.34,8.7,2024-02-13,2024,February,Tuesday
Tips,10.0,0.0,10.0,2024-02-13,2024,February,Tuesday
UberX,6.12,1.42,7.54,2024-02-13,2024,February,Tuesday
UberX,3.64,0.97,4.61,2024-02-13,2024,February,Tuesday
UberX,5.01,1.22,6.23,2024-02-13,2024,February,Tuesday
UberX,7.98,1.81,9.79,2024-02-13,2024,February,Tuesday
UberX,4.71,1.16,5.87,2024-02-13,2024,February,Tuesday
UberX,11.03,2.33,13.36,2024-02-14,2024,February,Wednesday
UberX,3.2,0.89,4.09,2024-02-14,2024,February,Wednesday
UberX,6.0,1.45,7.45,2024-02-14,2024,February,Wednesday
UberX,3.17,0.88,4.05,2024-02-14,2024,February,Wednesday
UberX,5.35,1.28,6.63,2024-02-14,2024,February,Wednesday
UberX,3.9,1.02,4.92,2024-02-14,2024,February,Wednesday
UberX,3.54,0.95,4.49,2024-02-14,2024,February,Wednesday
UberX,3.69,0.98,4.67,2024-02-14,2024,February,Wednesday
UberX,16.85,3.42,20.27,2024-02-15,2024,February,Thursday
UberX,5.9,1.38,7.28,2024-02-15,2024,February,Thursday
UberX,9.15,2.02,11.17,2024-02-15,2024,February,Thursday
UberX,4.01,1.04,5.05,2024-02-22,2024,February,Thursday
UberX,11.17,2.35,13.52,2024-02-15,2024,February,Thursday
UberX,4.09,1.05,5.14,2024-02-13,2024,February,Tuesday
UberX,9.97,2.17,12.14,2024-02-13,2024,February,Tuesday
UberX,16.53,3.28,19.81,2024-02-14,2024,February,Wednesday
UberX,12.64,2.62,15.26,2024-02-13,2024,February,Tuesday
Tips,1.0,0.0,1.0,2024-02-23,2024,February,Friday
UberX,3.29,0.91,4.2,2024-02-13,2024,February,Tuesday
UberX,5.08,1.21,6.29,2024-02-23,2024,February,Friday
UberX Share,6.38,1.27,7.65,2024-02-23,2024,February,Friday
UberX,15.35,3.17,18.52,2024-02-23,2024,February,Friday
UberX,5.96,1.39,7.35,2024-02-23,2024,February,Friday
UberX,6.61,1.51,8.12,2024-02-23,2024,February,Friday
UberX,32.68,10.67,43.35,2024-02-23,2024,February,Friday
UberX,13.43,2.82,16.25,2024-02-24,2024,February,Saturday
UberX,4.98,1.22,6.2,2024-02-24,2024,February,Saturday
UberX,17.13,3.49,20.62,2024-02-24,2024,February,Saturday
Comfort,10.04,2.53,12.57,2024-02-23,2024,February,Friday
UberX,5.08,1.24,6.32,2024-02-24,2024,February,Saturday
Comfort,44.17,9.02,53.19,2024-02-24,2024,February,Saturday
Tips,15.68,0.0,15.68,2024-02-24,2024,February,Saturday
UberX,8.76,1.95,10.71,2024-02-12,2024,February,Monday
UberX,3.81,1.0,4.81,2024-02-12,2024,February,Monday
UberX,16.48,3.32,19.8,2024-02-12,2024,February,Monday
UberX,5.29,1.27,6.56,2024-02-12,2024,February,Monday
UberX,5.38,1.29,6.67,2024-02-13,2024,February,Tuesday
UberX,6.04,1.41,7.45,2024-02-12,2024,February,Monday
Tips,6.91,0.0,6.91,2024-02-24,2024,February,Saturday
UberX Share,3.86,0.8,4.66,2024-02-13,2024,February,Tuesday
UberX,6.89,1.61,8.5,2024-03-22,2024,March,Friday
Tips,4.09,0.0,4.09,2024-03-22,2024,March,Friday
UberX Share,4.12,0.89,5.01,2024-03-22,2024,March,Friday
UberX,8.63,1.93,10.56,2024-03-22,2024,March,Friday
UberX,4.48,1.12,5.6,2024-03-22,2024,March,Friday
UberX,5.31,1.28,6.59,2024-03-22,2024,March,Friday
UberX,4.11,1.06,5.17,2024-03-22,2024,March,Friday
Comfort,9.22,2.38,11.6,2024-03-22,2024,March,Friday
UberX,6.23,1.44,7.67,2024-03-22,2024,March,Friday
UberX,11.0,2.38,13.38,2024-03-22,2024,March,Friday
UberX,11.38,2.42,13.8,2024-03-22,2024,March,Friday
UberX,4.8,1.18,5.98,2024-03-22,2024,March,Friday
UberX,12.85,2.71,15.56,2024-03-22,2024,March,Friday
UberX,8.25,1.86,10.11,2024-03-22,2024,March,Friday
UberX,5.31,1.28,6.59,2024-03-23,2024,March,Saturday
Tips,3.0,0.0,3.0,2024-03-22,2024,March,Friday
UberX,11.35,2.44,13.79,2024-03-11,2024,March,Monday
UberX,5.1,1.24,6.34,2024-03-22,2024,March,Friday
UberX,6.79,1.59,8.38,2024-03-11,2024,March,Monday
UberX,4.91,1.2,6.11,2024-03-11,2024,March,Monday
Tips,5.0,0.0,5.0,2024-03-23,2024,March,Saturday
UberX,7.88,1.79,9.67,2024-03-23,2024,March,Saturday
Tips,3.74,0.0,3.74,2024-03-22,2024,March,Friday
UberX,6.04,1.41,7.45,2024-03-23,2024,March,Saturday
UberX,3.88,1.0,4.88,2024-03-23,2024,March,Saturday
Tips,5.02,0.0,5.02,2024-03-23,2024,March,Saturday
UberX,12.13,2.54,14.67,2024-03-23,2024,March,Saturday
UberX,7.18,1.62,8.8,2024-03-23,2024,March,Saturday
UberX,34.47,6.74,41.21,2024-03-23,2024,March,Saturday
UberX,16.55,3.39,19.94,2024-03-23,2024,March,Saturday
UberX,14.26,2.97,17.23,2024-03-23,2024,March,Saturday
UberX,15.2,3.14,18.34,2024-03-22,2024,March,Friday
UberX,6.24,1.5,7.74,2024-03-01,2024,March,Friday
UberX,14.86,3.87,18.73,2024-03-22,2024,March,Friday
UberX,13.74,2.88,16.62,2024-03-11,2024,March,Monday
UberX,16.0,3.28,19.28,2024-03-01,2024,March,Friday
Tips,4.28,0.0,4.28,2024-03-01,2024,March,Friday
UberX,11.7,2.5,14.2,2024-03-01,2024,March,Friday
UberX,8.85,1.97,10.82,2024-03-01,2024,March,Friday
Comfort,17.29,4.64,21.93,2024-03-01,2024,March,Friday
Tips,6.28,0.0,6.28,2024-03-01,2024,March,Friday
UberX Share,7.48,1.39,8.87,2024-03-01,2024,March,Friday
UberX,6.18,1.48,7.66,2024-03-01,2024,March,Friday
Tips,3.0,0.0,3.0,2024-03-01,2024,March,Friday
UberX,4.02,1.04,5.06,2024-03-01,2024,March,Friday
UberX,10.1,2.19,12.29,2024-03-01,2024,March,Friday
Comfort,24.77,6.06,30.83,2024-03-02,2024,March,Saturday
UberX,6.25,1.5,7.75,2024-03-02,2024,March,Saturday
UberX,13.27,2.79,16.06,2024-03-02,2024,March,Saturday
UberX,5.16,1.25,6.41,2024-03-02,2024,March,Saturday
UberX Share,13.16,2.76,15.92,2024-03-02,2024,March,Saturday
Comfort,23.29,5.78,29.07,2024-03-22,2024,March,Friday
UberX,7.35,1.7,9.05,2024-03-22,2024,March,Friday
UberX,15.86,3.26,19.12,2024-03-22,2024,March,Friday
UberX,21.01,4.3,25.31,2024-03-19,2024,March,Tuesday
UberX,7.42,1.71,9.13,2024-03-19,2024,March,Tuesday
UberX,12.2,2.6,14.8,2024-03-02,2024,March,Saturday
UberX,7.18,1.64,8.82,2024-03-22,2024,March,Friday
UberX,4.35,1.08,5.43,2024-03-02,2024,March,Saturday
UberX,5.02,1.22,6.24,2024-03-02,2024,March,Saturday
UberX,6.78,1.57,8.35,2024-03-02,2024,March,Saturday
UberX,19.65,4.05,23.7,2024-03-02,2024,March,Saturday
UberX,3.99,1.04,5.03,2024-03-02,2024,March,Saturday
UberX,14.38,2.99,17.37,2024-03-02,2024,March,Saturday
Tips,3.0,0.0,3.0,2024-03-02,2024,March,Saturday
UberX Share,10.93,1.97,12.9,2024-03-02,2024,March,Saturday
UberX,7.77,1.77,9.54,2024-03-11,2024,March,Monday
UberX,4.38,1.11,5.49,2024-03-15,2024,March,Friday
UberX,4.31,1.1,5.41,2024-03-13,2024,March,Wednesday
UberX,5.23,1.26,6.49,2024-03-05,2024,March,Tuesday
UberX,5.44,1.3,6.74,2024-03-05,2024,March,Tuesday
Comfort,8.42,2.22,10.64,2024-03-16,2024,March,Saturday
Tips,3.0,0.0,3.0,2024-03-16,2024,March,Saturday
UberX,10.36,2.24,12.6,2024-03-16,2024,March,Saturday
UberX,5.67,1.39,7.06,2024-03-16,2024,March,Saturday
UberX,9.02,2.0,11.02,2024-03-16,2024,March,Saturday
UberX,23.48,4.75,28.23,2024-03-16,2024,March,Saturday
UberX,3.74,0.99,4.73,2024-03-16,2024,March,Saturday
UberX,4.95,1.21,6.16,2024-03-16,2024,March,Saturday
UberX Share,19.2,3.4,22.6,2024-03-16,2024,March,Saturday
