Event,Your earnings,Refunds & Expenses,Balance,Processed_Date,Year,Month,Weekday
Comfort,6.85,1.66,8.51,2024-12-29,2024,December,Sunday
UberX,10.44,2.11,12.55,2024-12-29,2024,December,Sunday
UberX,16.48,3.27,19.75,2024-12-29,2024,December,Sunday
UberX,12.5,2.5,15.0,2024-12-29,2024,December,Sunday
UberX Share,24.04,4.02,28.06,2024-12-29,2024,December,Sunday
UberX,6.26,1.5,7.76,2024-12-29,2024,December,Sunday
UberX,3.8,0.9,4.7,2024-12-29,2024,December,Sunday
UberX,5.88,1.29,7.17,2024-12-29,2024,December,Sunday
UberX,5.4,1.2,6.6,2024-12-29,2024,December,Sunday
UberX,16.35,3.54,19.89,2024-12-29,2024,December,Sunday
Tips,7.0,0.0,7.0,2024-12-16,2024,December,Monday
UberX,5.55,1.23,6.78,2024-12-17,2024,December,Tuesday
UberX,25.62,5.97,31.59,2024-12-17,2024,December,Tuesday
UberX,8.81,1.81,10.62,2024-12-17,2024,December,Tuesday
Tips,2.0,0.0,2.0,2024-12-18,2024,December,Wednesday
UberX,9.21,1.89,11.1,2024-12-18,2024,December,Wednesday
Tips,1.0,0.0,1.0,2024-12-18,2024,December,Wednesday
UberX Share,6.32,1.17,7.49,2024-12-18,2024,December,Wednesday
UberX,7.76,1.82,9.58,2024-12-18,2024,December,Wednesday
UberX,3.67,0.88,4.55,2024-12-18,2024,December,Wednesday
UberX,23.27,4.76,28.03,2024-12-18,2024,December,Wednesday
UberX,8.33,1.77,10.1,2024-12-29,2024,December,Sunday
Tips,1.0,0.0,1.0,2024-12-17,2024,December,Tuesday
UberX,8.01,1.23,9.24,2024-12-17,2024,December,Tuesday
Courier,13.2,2.72,15.92,2024-12-17,2024,December,Tuesday
UberX,6.8,1.42,8.22,2024-12-17,2024,December,Tuesday
UberX,14.73,2.93,17.66,2024-12-17,2024,December,Tuesday
UberX,6.55,1.38,7.93,2024-12-17,2024,December,Tuesday
UberX,4.25,0.99,5.24,2024-12-17,2024,December,Tuesday
UberX Share,6.35,1.16,7.51,2024-12-17,2024,December,Tuesday
UberX,17.65,3.48,21.13,2024-12-17,2024,December,Tuesday
UberX Share,11.13,1.86,12.99,2024-12-28,2024,December,Saturday
UberX,9.3,1.69,10.99,2024-12-28,2024,December,Saturday
Tips,5.0,0.0,5.0,2024-12-28,2024,December,Saturday
UberX,3.59,0.87,4.46,2024-12-27,2024,December,Friday
UberX,10.23,2.15,12.38,2024-12-26,2024,December,Thursday
UberX,14.76,3.14,17.9,2024-12-26,2024,December,Thursday
UberX,10.41,2.21,12.62,2024-12-26,2024,December,Thursday
UberX Share,7.66,1.53,9.19,2024-12-26,2024,December,Thursday
Tips,1.0,0.0,1.0,2024-12-24,2024,December,Tuesday
Courier,31.63,7.2,38.83,2024-12-23,2024,December,Monday
UberX Share,4.92,0.93,5.85,2024-12-27,2024,December,Friday
UberX,3.65,0.88,4.53,2024-12-23,2024,December,Monday
UberX,10.21,2.07,12.28,2024-12-08,2024,December,Sunday
UberX,4.63,0.8,5.43,2024-12-08,2024,December,Sunday
UberX,8.57,1.74,10.31,2024-12-08,2024,December,Sunday
UberX,12.12,2.41,14.53,2024-12-08,2024,December,Sunday
UberX,11.96,6.07,18.03,2024-12-06,2024,December,Friday
UberX,8.34,2.51,10.85,2024-12-06,2024,December,Friday
UberX,10.54,2.16,12.7,2024-12-13,2024,December,Friday
UberX,8.54,1.83,10.37,2024-12-23,2024,December,Monday
UberX,9.7,2.05,11.75,2024-12-18,2024,December,Wednesday
UberX,4.67,1.07,5.74,2024-12-27,2024,December,Friday
UberX,18.16,3.78,21.94,2024-12-27,2024,December,Friday
UberX,11.2,2.27,13.47,2024-12-28,2024,December,Saturday
UberX,6.51,1.41,7.92,2024-12-28,2024,December,Saturday
UberX,8.55,1.77,10.32,2024-12-28,2024,December,Saturday
UberX,5.14,1.27,6.41,2024-12-28,2024,December,Saturday
UberX,9.16,1.9,11.06,2024-12-27,2024,December,Friday
UberX,5.62,1.24,6.86,2024-12-27,2024,December,Friday
Tips,3.7,0.0,3.7,2024-12-27,2024,December,Friday
UberX,6.9,1.48,8.38,2024-12-27,2024,December,Friday
UberX,14.23,2.84,17.07,2024-12-27,2024,December,Friday
UberX,3.99,0.94,4.93,2024-12-27,2024,December,Friday
UberX,10.04,2.07,12.11,2024-12-27,2024,December,Friday
Tips,3.91,0.0,3.91,2024-12-27,2024,December,Friday
UberX,16.48,3.3,19.78,2024-12-27,2024,December,Friday
UberX,7.9,1.6,9.5,2024-12-27,2024,December,Friday
UberX,15.64,2.52,18.16,2024-12-27,2024,December,Friday
Tips,4.0,0.0,4.0,2024-12-27,2024,December,Friday
UberX,8.0,1.65,9.65,2024-12-27,2024,December,Friday
Tips,10.0,0.0,10.0,2024-12-01,2024,December,Sunday
UberX,4.52,1.04,5.56,2024-12-18,2024,December,Wednesday
Comfort,9.65,2.22,11.87,2024-12-18,2024,December,Wednesday
UberX,10.76,2.19,12.95,2024-12-21,2024,December,Saturday
UberX,4.27,0.99,5.26,2024-12-21,2024,December,Saturday
UberX,7.29,1.52,8.81,2024-12-21,2024,December,Saturday
UberX,5.29,1.18,6.47,2024-12-21,2024,December,Saturday
UberX,9.23,1.87,11.1,2024-12-21,2024,December,Saturday
UberX,6.97,1.34,8.31,2024-12-21,2024,December,Saturday
UberX,5.96,1.3,7.26,2024-12-21,2024,December,Saturday
UberX,6.46,1.4,7.86,2024-12-21,2024,December,Saturday
UberX,5.41,1.2,6.61,2024-12-21,2024,December,Saturday
Tips,4.24,0.0,4.24,2024-12-21,2024,December,Saturday
UberX,18.12,3.55,21.67,2024-12-21,2024,December,Saturday
UberX Share,6.19,1.08,7.27,2024-12-21,2024,December,Saturday
UberX,3.6,0.86,4.46,2024-12-21,2024,December,Saturday
UberX,4.69,1.07,5.76,2024-12-21,2024,December,Saturday
UberX,11.25,6.59,17.84,2024-12-21,2024,December,Saturday
UberX,9.71,1.96,11.67,2024-12-21,2024,December,Saturday
Comfort,8.81,2.05,10.86,2024-12-21,2024,December,Saturday
UberX,8.21,1.73,9.94,2024-12-22,2024,December,Sunday
UberX,7.92,1.65,9.57,2024-12-22,2024,December,Sunday
UberX,7.46,1.55,9.01,2024-12-01,2024,December,Sunday
UberX,5.54,1.2,6.74,2024-12-22,2024,December,Sunday
UberX,5.68,1.25,6.93,2024-12-22,2024,December,Sunday
UberX,6.99,1.5,8.49,2024-12-22,2024,December,Sunday
UberX,9.77,2.06,11.83,2024-12-22,2024,December,Sunday
UberX,15.19,3.14,18.33,2024-12-22,2024,December,Sunday
Tips,2.0,0.0,2.0,2024-12-22,2024,December,Sunday
UberX,6.61,1.38,7.99,2024-12-21,2024,December,Saturday
UberX,6.16,1.67,7.83,2024-12-22,2024,December,Sunday
UberX,4.15,1.07,5.22,2024-12-22,2024,December,Sunday
UberX,8.75,1.78,10.53,2024-12-22,2024,December,Sunday
Tips,4.0,0.0,4.0,2024-12-22,2024,December,Sunday
UberX,6.91,1.33,8.24,2024-12-22,2024,December,Sunday
UberX,6.17,1.45,7.62,2024-12-22,2024,December,Sunday
UberX,6.72,1.42,8.14,2024-12-22,2024,December,Sunday
UberX,5.85,1.26,7.11,2024-12-22,2024,December,Sunday
UberX,6.16,1.48,7.64,2024-12-22,2024,December,Sunday
UberX,14.49,2.58,17.07,2024-12-21,2024,December,Saturday
UberX,27.36,6.23,33.59,2024-12-21,2024,December,Saturday
UberX,29.59,6.62,36.21,2024-12-20,2024,December,Friday
UberX,3.43,0.82,4.25,2024-12-20,2024,December,Friday
UberX Share,13.89,2.26,16.15,2024-12-20,2024,December,Friday
UberX Share,13.07,2.09,15.16,2024-12-19,2024,December,Thursday
Tips,5.03,0.0,5.03,2024-12-19,2024,December,Thursday
Comfort,19.57,4.45,24.02,2024-12-19,2024,December,Thursday
Comfort,4.87,1.21,6.08,2024-12-19,2024,December,Thursday
UberX,4.69,1.02,5.71,2024-12-19,2024,December,Thursday
UberX,5.36,1.19,6.55,2024-12-20,2024,December,Friday
Tips,10.0,0.0,10.0,2024-12-19,2024,December,Thursday
UberX,4.33,1.0,5.33,2024-12-19,2024,December,Thursday
UberX,11.57,2.31,13.88,2024-12-18,2024,December,Wednesday
UberX,15.68,2.63,18.31,2024-12-18,2024,December,Wednesday
UberX,9.55,1.97,11.52,2024-12-18,2024,December,Wednesday
UberX,7.2,1.53,8.73,2024-12-18,2024,December,Wednesday
UberX,4.57,1.05,5.62,2024-12-18,2024,December,Wednesday
UberX Share,5.93,1.08,7.01,2024-12-18,2024,December,Wednesday
UberX,22.34,15.42,37.76,2024-12-19,2024,December,Thursday
Comfort,21.94,4.75,26.69,2024-12-18,2024,December,Wednesday
UberX,6.72,1.43,8.15,2024-12-20,2024,December,Friday
UberX,4.4,1.0,5.4,2024-12-20,2024,December,Friday
UberX,6.96,1.16,8.12,2024-12-20,2024,December,Friday
Tips,5.47,0.0,5.47,2024-12-20,2024,December,Friday
UberX,19.88,4.2,24.08,2024-12-20,2024,December,Friday
UberX,9.46,1.94,11.4,2024-12-20,2024,December,Friday
UberX,27.47,5.79,33.26,2024-12-20,2024,December,Friday
UberX,9.21,1.91,11.12,2024-12-20,2024,December,Friday
UberX,20.21,3.97,24.18,2024-12-20,2024,December,Friday
UberX,4.38,1.01,5.39,2024-12-20,2024,December,Friday
Tips,3.0,0.0,3.0,2024-12-20,2024,December,Friday
UberX,14.96,2.95,17.91,2024-12-20,2024,December,Friday
UberX,9.42,1.91,11.33,2024-12-20,2024,December,Friday
UberX,16.58,3.32,19.9,2024-12-20,2024,December,Friday
UberX Share,18.16,3.41,21.57,2024-12-20,2024,December,Friday
UberX,14.27,3.05,17.32,2024-12-20,2024,December,Friday
UberX Share,12.38,2.14,14.52,2024-12-20,2024,December,Friday
UberX,3.48,0.85,4.33,2024-12-20,2024,December,Friday
UberX,10.38,2.08,12.46,2024-12-20,2024,December,Friday
Comfort,5.78,1.37,7.15,2024-12-13,2024,December,Friday
UberX,6.38,1.24,7.62,2025-01-25,2025,January,Saturday
Tips,3.0,0.0,3.0,2025-01-12,2025,January,Sunday
UberX,8.29,1.28,9.57,2025-01-27,2025,January,Monday
UberX,8.68,1.81,10.49,2025-01-27,2025,January,Monday
UberX Share,11.75,1.71,13.46,2025-01-27,2025,January,Monday
Tips,3.0,0.0,3.0,2025-01-28,2025,January,Tuesday
UberX,16.13,2.57,18.7,2025-01-29,2025,January,Wednesday
UberX,8.31,1.91,10.22,2025-01-29,2025,January,Wednesday
UberX,8.94,1.84,10.78,2025-01-12,2025,January,Sunday
UberX,10.9,1.97,12.87,2025-01-29,2025,January,Wednesday
UberX,6.97,1.63,8.6,2025-01-29,2025,January,Wednesday
UberX,3.63,0.89,4.52,2025-01-30,2025,January,Thursday
UberX,9.05,1.8,10.85,2025-01-30,2025,January,Thursday
UberX,11.61,2.59,14.2,2025-01-30,2025,January,Thursday
UberX,3.46,0.92,4.38,2025-01-30,2025,January,Thursday
UberX,4.97,0.92,5.89,2025-01-30,2025,January,Thursday
UberX,11.05,1.95,13.0,2025-01-30,2025,January,Thursday
UberX,36.08,6.05,42.13,2025-01-29,2025,January,Wednesday
UberX,7.66,1.62,9.28,2025-01-12,2025,January,Sunday
UberX,3.68,0.87,4.55,2025-01-12,2025,January,Sunday
UberX,3.2,0.79,3.99,2025-01-12,2025,January,Sunday
UberX,12.38,2.47,14.85,2025-01-11,2025,January,Saturday
UberX,10.31,1.87,12.18,2025-01-11,2025,January,Saturday
UberX,8.78,1.8,10.58,2025-01-11,2025,January,Saturday
UberX,6.22,1.35,7.57,2025-01-11,2025,January,Saturday
Tips,1.0,0.0,1.0,2025-01-12,2025,January,Sunday
UberX,10.15,2.09,12.24,2025-01-12,2025,January,Sunday
UberX,4.49,1.01,5.5,2025-01-12,2025,January,Sunday
UberX,4.36,1.0,5.36,2025-01-12,2025,January,Sunday
UberX,16.37,3.37,19.74,2025-01-12,2025,January,Sunday
UberX,4.29,0.99,5.28,2025-01-12,2025,January,Sunday
UberX,3.89,0.92,4.81,2025-01-12,2025,January,Sunday
UberX,13.24,2.77,16.01,2025-01-12,2025,January,Sunday
UberX Share,20.46,3.87,24.33,2025-01-12,2025,January,Sunday
UberX,8.79,1.77,10.56,2025-01-12,2025,January,Sunday
Tips,2.0,0.0,2.0,2025-01-12,2025,January,Sunday
UberX,6.83,1.4,8.23,2025-01-12,2025,January,Sunday
UberX Share,4.59,0.89,5.48,2025-01-12,2025,January,Sunday
UberX,19.77,3.9,23.67,2025-01-30,2025,January,Thursday
Tips,3.0,0.0,3.0,2025-01-30,2025,January,Thursday
UberX,7.26,1.47,8.73,2025-01-31,2025,January,Friday
Comfort,13.09,3.28,16.37,2025-01-31,2025,January,Friday
Tips,1.0,0.0,1.0,2025-01-16,2025,January,Thursday
UberX Share,18.06,3.03,21.09,2025-01-16,2025,January,Thursday
UberX,3.95,0.92,4.87,2025-01-16,2025,January,Thursday
UberX,8.36,1.78,10.14,2025-01-16,2025,January,Thursday
UberX,9.6,1.97,11.57,2025-01-16,2025,January,Thursday
UberX Share,5.56,0.97,6.53,2025-01-16,2025,January,Thursday
UberX,10.75,2.18,12.93,2025-01-15,2025,January,Wednesday
UberX,6.07,1.32,7.39,2025-01-15,2025,January,Wednesday
UberX,16.35,3.26,19.61,2025-01-15,2025,January,Wednesday
Tips,8.49,0.0,8.49,2025-01-15,2025,January,Wednesday
UberX,19.28,3.91,23.19,2025-01-15,2025,January,Wednesday
UberX,6.75,1.42,8.17,2025-01-15,2025,January,Wednesday
UberX Share,3.43,0.68,4.11,2025-01-15,2025,January,Wednesday
UberX,13.84,2.83,16.67,2025-01-15,2025,January,Wednesday
Tips,2.0,0.0,2.0,2025-01-14,2025,January,Tuesday
UberX,16.31,3.19,19.5,2025-01-14,2025,January,Tuesday
UberX,14.47,2.92,17.39,2025-01-14,2025,January,Tuesday
UberX,9.44,1.94,11.38,2025-01-16,2025,January,Thursday
UberX,4.29,1.0,5.29,2025-01-11,2025,January,Saturday
UberX,4.93,1.0,5.93,2025-01-17,2025,January,Friday
UberX,10.97,2.3,13.27,2025-01-17,2025,January,Friday
Tips,5.51,0.0,5.51,2025-01-31,2025,January,Friday
Tips,1.0,0.0,1.0,2025-01-31,2025,January,Friday
UberX,10.77,2.25,13.02,2025-01-17,2025,January,Friday
UberX,11.75,2.36,14.11,2025-01-17,2025,January,Friday
UberX,8.47,1.73,10.2,2025-01-17,2025,January,Friday
UberX,15.73,3.26,18.99,2025-01-17,2025,January,Friday
UberX,20.33,4.54,24.87,2025-01-17,2025,January,Friday
UberX,5.83,1.24,7.07,2025-01-17,2025,January,Friday
UberX,11.5,2.3,13.8,2025-01-17,2025,January,Friday
Tips,5.47,0.0,5.47,2025-01-17,2025,January,Friday
UberX Share,22.65,4.26,26.91,2025-01-17,2025,January,Friday
UberX Share,25.24,4.37,29.61,2025-01-17,2025,January,Friday
UberX,17.31,11.56,28.87,2025-01-17,2025,January,Friday
UberX,4.59,1.03,5.62,2025-01-17,2025,January,Friday
UberX Share,17.05,3.37,20.42,2025-01-17,2025,January,Friday
UberX Share,8.56,1.45,10.01,2025-01-17,2025,January,Friday
UberX,12.73,2.36,15.09,2025-01-17,2025,January,Friday
UberX,13.2,2.84,16.04,2025-01-17,2025,January,Friday
UberX,7.46,1.55,9.01,2025-01-11,2025,January,Saturday
UberX,7.97,1.64,9.61,2025-01-11,2025,January,Saturday
UberX,10.51,2.14,12.65,2025-01-11,2025,January,Saturday
UberX,21.05,4.79,25.84,2025-01-19,2025,January,Sunday
UberX,4.59,1.05,5.64,2025-01-19,2025,January,Sunday
UberX,10.53,2.2,12.73,2025-01-19,2025,January,Sunday
UberX,10.83,2.21,13.04,2025-01-19,2025,January,Sunday
UberX,10.06,2.13,12.19,2025-01-19,2025,January,Sunday
UberX,5.68,1.25,6.93,2025-01-19,2025,January,Sunday
Tips,3.0,0.0,3.0,2025-01-19,2025,January,Sunday
UberX,6.71,1.44,8.15,2025-01-19,2025,January,Sunday
UberX,6.5,1.38,7.88,2025-01-06,2025,January,Monday
UberX,6.73,1.45,8.18,2025-01-06,2025,January,Monday
UberX,15.65,3.13,18.78,2025-01-06,2025,January,Monday
UberX,5.79,1.27,7.06,2025-01-06,2025,January,Monday
UberX,5.65,1.25,6.9,2025-01-06,2025,January,Monday
UberX,14.29,2.86,17.15,2025-01-06,2025,January,Monday
Courier,12.48,2.66,15.14,2025-01-06,2025,January,Monday
Tips,1.0,0.0,1.0,2025-01-07,2025,January,Tuesday
UberX,4.82,1.07,5.89,2025-01-08,2025,January,Wednesday
UberX,9.81,2.0,11.81,2025-01-19,2025,January,Sunday
UberX,7.97,1.65,9.62,2025-01-08,2025,January,Wednesday
UberX,4.48,0.99,5.47,2025-01-19,2025,January,Sunday
UberX,24.81,5.71,30.52,2025-01-18,2025,January,Saturday
UberX,6.4,1.38,7.78,2025-01-17,2025,January,Friday
UberX,3.42,0.83,4.25,2025-01-17,2025,January,Friday
UberX,11.68,2.52,14.2,2025-01-18,2025,January,Saturday
UberX Share,4.12,0.81,4.93,2025-01-18,2025,January,Saturday
UberX,3.89,0.9,4.79,2025-01-18,2025,January,Saturday
UberX,8.26,1.75,10.01,2025-01-18,2025,January,Saturday
UberX Share,42.54,25.43,67.97,2025-01-18,2025,January,Saturday
UberX,4.41,1.02,5.43,2025-01-18,2025,January,Saturday
UberX,14.16,2.86,17.02,2025-01-18,2025,January,Saturday
UberX,16.4,3.45,19.85,2025-01-18,2025,January,Saturday
UberX,4.23,0.89,5.12,2025-01-18,2025,January,Saturday
Tips,3.4,0.0,3.4,2025-01-18,2025,January,Saturday
Tips,3.0,0.0,3.0,2025-01-18,2025,January,Saturday
UberX,6.75,1.42,8.17,2025-01-18,2025,January,Saturday
UberX,3.23,0.8,4.03,2025-01-18,2025,January,Saturday
UberX,3.4,0.83,4.23,2025-01-18,2025,January,Saturday
UberX,6.39,1.38,7.77,2025-01-18,2025,January,Saturday
UberX,4.31,0.95,5.26,2025-01-18,2025,January,Saturday
UberX,12.57,2.55,15.12,2025-01-14,2025,January,Tuesday
UberX,12.26,2.49,14.75,2025-01-08,2025,January,Wednesday
UberX,6.75,1.43,8.18,2025-01-08,2025,January,Wednesday
UberX,16.26,3.35,19.61,2025-01-10,2025,January,Friday
UberX,9.72,2.02,11.74,2025-01-10,2025,January,Friday
Tips,10.0,0.0,10.0,2025-01-10,2025,January,Friday
UberX Share,31.39,5.5,36.89,2025-01-10,2025,January,Friday
UberX,10.4,2.19,12.59,2025-01-10,2025,January,Friday
UberX,4.46,1.01,5.47,2025-01-10,2025,January,Friday
UberX,3.79,0.9,4.69,2025-01-10,2025,January,Friday
UberX,7.27,1.53,8.8,2025-01-10,2025,January,Friday
UberX,6.48,1.37,7.85,2025-01-10,2025,January,Friday
UberX,8.46,1.74,10.2,2025-01-10,2025,January,Friday
UberX,5.48,1.22,6.7,2025-01-10,2025,January,Friday
UberX,7.51,1.56,9.07,2025-01-10,2025,January,Friday
UberX,5.54,0.93,6.47,2025-01-10,2025,January,Friday
UberX,7.37,1.53,8.9,2025-01-10,2025,January,Friday
UberX,8.01,1.66,9.67,2025-01-10,2025,January,Friday
UberX,18.44,3.57,22.01,2025-01-10,2025,January,Friday
Tips,3.0,0.0,3.0,2025-01-10,2025,January,Friday
UberX,4.32,1.09,5.41,2025-01-10,2025,January,Friday
UberX,5.11,1.11,6.22,2025-01-08,2025,January,Wednesday
Tips,3.0,0.0,3.0,2025-01-10,2025,January,Friday
Tips,1.0,0.0,1.0,2025-01-09,2025,January,Thursday
UberX,6.94,1.47,8.41,2025-01-08,2025,January,Wednesday
Tips,8.0,0.0,8.0,2025-01-08,2025,January,Wednesday
UberX,3.17,0.77,3.94,2025-01-08,2025,January,Wednesday
UberX,5.3,1.16,6.46,2025-01-08,2025,January,Wednesday
UberX Share,6.0,1.11,7.11,2025-01-08,2025,January,Wednesday
UberX,5.6,1.24,6.84,2025-01-08,2025,January,Wednesday
UberX,4.93,1.1,6.03,2025-01-09,2025,January,Thursday
UberX,6.43,1.36,7.79,2025-01-09,2025,January,Thursday
UberX,5.52,1.22,6.74,2025-01-09,2025,January,Thursday
UberX,3.89,0.92,4.81,2025-01-09,2025,January,Thursday
UberX,13.99,2.8,16.79,2025-01-09,2025,January,Thursday
Tips,0.66,0.0,0.66,2025-01-09,2025,January,Thursday
Comfort,6.99,1.69,8.68,2025-01-09,2025,January,Thursday
Tips,3.0,0.0,3.0,2025-01-09,2025,January,Thursday
UberX,6.9,1.48,8.38,2025-01-09,2025,January,Thursday
UberX,16.28,3.47,19.75,2025-01-09,2025,January,Thursday
Tips,3.0,0.0,3.0,2025-01-09,2025,January,Thursday
UberX,12.97,2.65,15.62,2025-01-10,2025,January,Friday
UberX,5.33,1.16,6.49,2025-01-14,2025,January,Tuesday
UberX,4.94,1.09,6.03,2025-01-17,2025,January,Friday
UberX Share,3.96,0.77,4.73,2025-01-14,2025,January,Tuesday
UberX Share,7.13,1.12,8.25,2025-01-23,2025,January,Thursday
UberX,6.52,1.26,7.78,2025-01-23,2025,January,Thursday
Tips,3.0,0.0,3.0,2025-01-23,2025,January,Thursday
UberX,4.07,0.86,4.93,2025-01-23,2025,January,Thursday
UberX,7.53,1.44,8.97,2025-01-23,2025,January,Thursday
UberX,4.79,1.2,5.99,2025-01-23,2025,January,Thursday
UberX,9.2,1.76,10.96,2025-01-23,2025,January,Thursday
UberX,6.58,1.48,8.06,2025-01-23,2025,January,Thursday
UberX Share,13.28,3.07,16.35,2025-01-23,2025,January,Thursday
UberX,11.88,3.07,14.95,2025-01-23,2025,January,Thursday
Comfort,4.4,1.28,5.68,2025-01-22,2025,January,Wednesday
UberX,10.14,2.26,12.4,2025-01-22,2025,January,Wednesday
UberX,5.57,1.36,6.93,2025-01-22,2025,January,Wednesday
Tips,5.0,0.0,5.0,2025-01-22,2025,January,Wednesday
UberX,9.36,2.24,11.6,2025-01-22,2025,January,Wednesday
UberX,6.49,1.54,8.03,2025-01-22,2025,January,Wednesday
UberX,6.43,1.51,7.94,2025-01-22,2025,January,Wednesday
UberX,4.64,0.86,5.5,2025-01-22,2025,January,Wednesday
UberX,4.77,1.0,5.77,2025-01-22,2025,January,Wednesday
Tips,5.0,0.0,5.0,2025-01-20,2025,January,Monday
UberX,8.09,2.2,10.29,2025-01-20,2025,January,Monday
UberX,5.08,1.23,6.31,2025-01-23,2025,January,Thursday
UberX,8.31,1.75,10.06,2025-01-20,2025,January,Monday
UberX Share,67.68,14.93,82.61,2025-01-23,2025,January,Thursday
UberX,11.3,2.37,13.67,2025-01-23,2025,January,Thursday
UberX,8.88,1.84,10.72,2025-01-14,2025,January,Tuesday
UberX,9.02,2.03,11.05,2025-01-24,2025,January,Friday
Tips,6.08,0.0,6.08,2025-01-24,2025,January,Friday
UberX,16.27,3.5,19.77,2025-01-24,2025,January,Friday
UberX,5.22,1.16,6.38,2025-01-24,2025,January,Friday
UberX,9.55,1.81,11.36,2025-01-24,2025,January,Friday
UberX,12.04,2.34,14.38,2025-01-24,2025,January,Friday
UberX,8.53,1.87,10.4,2025-01-24,2025,January,Friday
UberX,7.72,1.45,9.17,2025-01-24,2025,January,Friday
UberX,6.15,1.16,7.31,2025-01-24,2025,January,Friday
Tips,8.0,0.0,8.0,2025-01-24,2025,January,Friday
UberX,4.55,0.73,5.28,2025-01-24,2025,January,Friday
UberX,25.18,5.32,30.5,2025-01-24,2025,January,Friday
UberX,7.66,1.59,9.25,2025-01-24,2025,January,Friday
Comfort,15.6,3.22,18.82,2025-01-24,2025,January,Friday
UberX,9.03,1.7,10.73,2025-01-24,2025,January,Friday
UberX,5.01,1.0,6.01,2025-01-24,2025,January,Friday
UberX,12.39,2.55,14.94,2025-01-24,2025,January,Friday
UberX,3.26,0.72,3.98,2025-01-24,2025,January,Friday
UberX,7.87,1.51,9.38,2025-01-24,2025,January,Friday
UberX,9.88,2.31,12.19,2025-01-24,2025,January,Friday
Tips,4.7,0.0,4.7,2025-01-23,2025,January,Thursday
UberX,4.49,1.03,5.52,2025-01-20,2025,January,Monday
UberX,4.85,1.19,6.04,2025-01-22,2025,January,Wednesday
UberX,4.74,1.06,5.8,2025-01-20,2025,January,Monday
UberX,7.52,1.45,8.97,2025-01-26,2025,January,Sunday
UberX,16.53,3.37,19.9,2025-01-26,2025,January,Sunday
UberX,5.24,0.87,6.11,2025-01-26,2025,January,Sunday
UberX,4.35,0.91,5.26,2025-01-26,2025,January,Sunday
UberX,6.71,1.41,8.12,2025-01-20,2025,January,Monday
UberX,23.77,3.33,27.1,2025-01-26,2025,January,Sunday
UberX,4.62,0.99,5.61,2025-01-26,2025,January,Sunday
UberX,7.21,1.13,8.34,2025-01-26,2025,January,Sunday
UberX,25.56,5.41,30.97,2025-01-26,2025,January,Sunday
Tips,5.77,0.0,5.77,2025-01-26,2025,January,Sunday
Tips,5.78,0.0,5.78,2025-01-26,2025,January,Sunday
UberX,6.54,1.42,7.96,2025-01-13,2025,January,Monday
UberX Share,14.88,2.41,17.29,2025-01-13,2025,January,Monday
UberX,11.2,2.3,13.5,2025-01-13,2025,January,Monday
UberX Share,21.83,4.47,26.3,2025-01-13,2025,January,Monday
UberX,7.02,1.47,8.49,2025-01-13,2025,January,Monday
UberX,12.82,2.61,15.43,2025-01-13,2025,January,Monday
UberX,3.86,0.92,4.78,2025-01-13,2025,January,Monday
UberX,3.88,0.92,4.8,2025-01-13,2025,January,Monday
UberX,10.52,2.19,12.71,2025-01-13,2025,January,Monday
UberX,17.76,3.72,21.48,2025-01-13,2025,January,Monday
UberX,16.54,2.95,19.49,2025-01-26,2025,January,Sunday
Tips,3.69,0.0,3.69,2025-01-25,2025,January,Saturday
Tips,5.0,0.0,5.0,2025-01-26,2025,January,Sunday
UberX Share,26.71,5.01,31.72,2025-01-25,2025,January,Saturday
UberX,3.63,0.79,4.42,2025-01-24,2025,January,Friday
UberX,7.76,1.6,9.36,2025-01-20,2025,January,Monday
UberX,6.25,1.49,7.74,2025-01-24,2025,January,Friday
Tips,5.0,0.0,5.0,2025-01-24,2025,January,Friday
UberX,7.44,1.74,9.18,2025-01-24,2025,January,Friday
UberX,6.75,1.55,8.3,2025-01-25,2025,January,Saturday
UberX,6.44,1.22,7.66,2025-01-25,2025,January,Saturday
UberX,7.06,1.53,8.59,2025-01-25,2025,January,Saturday
UberX,4.66,0.96,5.62,2025-01-25,2025,January,Saturday
UberX,7.02,1.6,8.62,2025-01-25,2025,January,Saturday
UberX,5.97,1.45,7.42,2025-01-25,2025,January,Saturday
UberX,21.12,4.65,25.77,2025-01-25,2025,January,Saturday
UberX,8.72,1.64,10.36,2025-01-25,2025,January,Saturday
UberX,7.87,1.9,9.77,2025-02-01,2025,February,Saturday
UberX,7.9,1.46,9.36,2025-02-01,2025,February,Saturday
UberX,12.55,2.73,15.28,2025-02-25,2025,February,Tuesday
UberX,4.93,1.36,6.29,2025-02-01,2025,February,Saturday
UberX,19.17,3.15,22.32,2025-02-01,2025,February,Saturday
Comfort,17.67,4.32,21.99,2025-02-01,2025,February,Saturday
UberX,15.36,2.87,18.23,2025-02-01,2025,February,Saturday
UberX,4.2,0.9,5.1,2025-02-01,2025,February,Saturday
UberX,5.66,0.97,6.63,2025-02-01,2025,February,Saturday
UberX Share,11.62,1.72,13.34,2025-02-01,2025,February,Saturday
UberX,20.94,4.92,25.86,2025-02-01,2025,February,Saturday
UberX,4.84,1.37,6.21,2025-02-26,2025,February,Wednesday
UberX,17.36,3.21,20.57,2025-02-01,2025,February,Saturday
UberX,9.29,1.68,10.97,2025-02-01,2025,February,Saturday
UberX,4.39,1.0,5.39,2025-02-26,2025,February,Wednesday
